,Open,High,Low,Close,Volume
2026-02-24 12:30:00-05:00,687.53,687.64,687.34,687.4401,186961
2026-02-24 12:35:00-05:00,687.45,687.505,687.2835,687.405,223685
2026-02-24 12:40:00-05:00,687.405,687.48,687.12,687.16,217736
2026-02-24 12:45:00-05:00,687.16,687.6,686.962,687.51,247108
2026-02-24 12:50:00-05:00,687.52,687.66,687.34,687.38,145536
2026-02-24 12:55:00-05:00,687.3701,687.494,687.24,687.37,134711
2026-02-24 13:00:00-05:00,687.36,688.1,687.31,687.97,224781
2026-02-24 13:05:00-05:00,687.95,687.95,687.54,687.565,194212
2026-02-24 13:10:00-05:00,687.565,687.66,687.3915,687.4899,174939
2026-02-24 13:15:00-05:00,687.475,687.51,687.25,687.29,105362
2026-02-24 13:20:00-05:00,687.285,687.38,687.07,687.095,187950
2026-02-24 13:25:00-05:00,687.095,687.225,686.94,687.03,184798
2026-02-24 13:30:00-05:00,687.04,687.34,686.91,687.23,173944
2026-02-24 13:35:00-05:00,687.21,687.75,687.08,687.67,218097
2026-02-24 13:40:00-05:00,687.68,687.83,687.54,687.73,214698
2026-02-24 13:45:00-05:00,687.74,687.875,687.46,687.645,161711
2026-02-24 13:50:00-05:00,687.65,687.84,687.65,687.72,131485
2026-02-24 13:55:00-05:00,687.74,687.81,687.45,687.4599,181389
2026-02-24 14:00:00-05:00,687.45,687.6,687.37,687.4,378348
2026-02-24 14:05:00-05:00,687.4,687.47,687.1513,687.24,254520
2026-02-24 14:10:00-05:00,687.24,687.34,686.72,687.18,229272
2026-02-24 14:15:00-05:00,687.17,687.19,686.65,686.88,275669
2026-02-24 14:20:00-05:00,686.88,686.9799,686.84,686.84,18816
2026-02-24 14:25:00-05:00,686.78,687.08,686.695,686.8999,421317
2026-02-24 14:30:00-05:00,686.935,687.12,686.86,686.8712,163464
2026-02-24 14:35:00-05:00,686.88,687.03,686.78,687.005,170318
2026-02-24 14:40:00-05:00,687.0,687.34,686.95,687.135,163703
2026-02-24 14:45:00-05:00,687.2,687.345,687.005,687.185,181783
2026-02-24 14:50:00-05:00,687.19,687.69,687.17,687.21,305861
2026-02-24 14:55:00-05:00,687.21,687.33,687.085,687.135,295480
2026-02-24 15:00:00-05:00,687.1899,687.23,686.96,687.04,130274
2026-02-24 15:05:00-05:00,687.06,687.14,686.77,686.85,230155
2026-02-24 15:10:00-05:00,686.85,686.895,686.57,686.6899,222705
2026-02-24 15:15:00-05:00,686.685,686.9,686.46,686.88,387527
2026-02-24 15:20:00-05:00,686.86,687.0999,686.75,686.82,238358
2026-02-24 15:25:00-05:00,686.795,686.99,686.5,686.54,296992
2026-02-24 15:30:00-05:00,686.54,687.12,686.5101,687.0,331119
2026-02-24 15:35:00-05:00,686.99,687.08,686.757,686.79,381339
2026-02-24 15:40:00-05:00,686.79,687.25,686.74,687.21,346904
2026-02-24 15:45:00-05:00,687.2,687.645,687.17,687.5099,618315
2026-02-24 15:50:00-05:00,687.51,688.35,687.41,687.88,1831318
2026-02-24 15:55:00-05:00,687.87,687.87,687.25,687.36,1694187
2026-02-25 09:30:00-05:00,690.19,691.23,690.1,690.84,604372
2026-02-25 09:35:00-05:00,690.83,691.405,690.7374,691.14,533062
2026-02-25 09:40:00-05:00,691.14,691.325,690.62,690.91,477553
2026-02-25 09:45:00-05:00,690.91,691.87,690.91,691.665,482029
2026-02-25 09:50:00-05:00,691.68,691.98,691.2893,691.395,468461
2026-02-25 09:55:00-05:00,691.4,691.495,690.84,691.32,543249
2026-02-25 10:00:00-05:00,691.365,691.58,690.92,690.94,354740
2026-02-25 10:05:00-05:00,690.97,691.0425,690.37,690.605,466724
2026-02-25 10:10:00-05:00,690.59,690.85,690.33,690.4999,334581
2026-02-25 10:15:00-05:00,690.49,690.788,690.25,690.6135,259454
2026-02-25 10:20:00-05:00,690.61,690.92,690.26,690.7115,297305
2026-02-25 10:25:00-05:00,690.72,691.22,690.605,691.15,280458
2026-02-25 10:30:00-05:00,691.145,691.35,690.36,690.41,295726
2026-02-25 10:35:00-05:00,690.43,690.54,690.21,690.37,217010
2026-02-25 10:40:00-05:00,690.37,690.76,690.34,690.5696,200515
2026-02-25 10:45:00-05:00,690.56,690.85,690.43,690.49,189750
2026-02-25 10:50:00-05:00,690.505,690.78,690.36,690.485,180060
2026-02-25 10:55:00-05:00,690.49,690.88,690.1701,690.84,171765
2026-02-25 11:00:00-05:00,690.83,691.19,690.8,690.94,209884
2026-02-25 11:05:00-05:00,690.9,691.28,690.79,691.28,206567
2026-02-25 11:10:00-05:00,691.28,691.41,691.07,691.1459,212165
2026-02-25 11:15:00-05:00,691.12,691.15,690.69,690.82,184126
2026-02-25 11:20:00-05:00,690.8263,691.15,690.69,691.1,193075
2026-02-25 11:25:00-05:00,691.09,691.578,691.0801,691.47,254488
2026-02-25 11:30:00-05:00,691.48,691.84,691.44,691.5,310530
2026-02-25 11:35:00-05:00,691.48,691.7,691.4,691.66,216507
2026-02-25 11:40:00-05:00,691.66,691.975,691.63,691.895,214364
2026-02-25 11:45:00-05:00,691.91,692.38,691.89,692.21,268859
2026-02-25 11:50:00-05:00,692.21,692.355,692.06,692.09,300841
2026-02-25 11:55:00-05:00,692.095,692.16,691.97,692.035,226183
2026-02-25 12:00:00-05:00,692.04,692.31,691.97,692.19,178665
2026-02-25 12:05:00-05:00,692.19,692.3,691.8,692.09,208688
2026-02-25 12:10:00-05:00,692.0898,692.33,692.06,692.28,147649
2026-02-25 12:15:00-05:00,692.3,692.34,692.21,692.2901,177886
2026-02-25 12:20:00-05:00,692.29,692.32,692.18,692.265,177513
2026-02-25 12:25:00-05:00,692.26,692.2951,691.94,691.97,193488
2026-02-25 12:30:00-05:00,691.97,692.16,691.84,692.0483,201822
2026-02-25 12:35:00-05:00,692.045,692.305,692.0201,692.22,151148
2026-02-25 12:40:00-05:00,692.23,692.46,692.21,692.325,282588
2026-02-25 12:45:00-05:00,692.34,692.52,692.24,692.3,187191
2026-02-25 12:50:00-05:00,692.3,692.57,692.26,692.4801,199613
2026-02-25 12:55:00-05:00,692.49,692.55,692.43,692.55,126594
2026-02-25 13:00:00-05:00,692.55,692.69,692.46,692.5,195769
2026-02-25 13:05:00-05:00,692.5,692.535,692.42,692.49,118703
2026-02-25 13:10:00-05:00,692.5,692.64,692.45,692.49,197291
2026-02-25 13:15:00-05:00,692.49,692.49,692.31,692.38,173541
2026-02-25 13:20:00-05:00,692.38,692.41,692.27,692.275,169244
2026-02-25 13:25:00-05:00,692.2701,692.355,692.205,692.31,140474
2026-02-25 13:30:00-05:00,692.31,692.4799,692.29,692.31,181208
2026-02-25 13:35:00-05:00,692.315,692.35,692.21,692.3099,169556
2026-02-25 13:40:00-05:00,692.305,692.62,692.29,692.55,200624
2026-02-25 13:45:00-05:00,692.55,692.59,692.47,692.54,117054
2026-02-25 13:50:00-05:00,692.54,692.69,692.53,692.59,133865
2026-02-25 13:55:00-05:00,692.59,692.61,692.44,692.49,136762
2026-02-25 14:00:00-05:00,692.49,692.87,692.48,692.76,315338
2026-02-25 14:05:00-05:00,692.76,692.98,692.68,692.93,397479
2026-02-25 14:10:00-05:00,692.93,693.005,692.85,692.85,221845
2026-02-25 14:15:00-05:00,692.86,693.07,692.765,693.02,237584
2026-02-25 14:20:00-05:00,693.02,693.08,692.865,692.9,281395
2026-02-25 14:25:00-05:00,692.91,692.95,692.84,692.87,209167
2026-02-25 14:30:00-05:00,692.86,693.2199,692.85,693.2,225956
2026-02-25 14:35:00-05:00,693.2,693.32,693.16,693.24,282923
2026-02-25 14:40:00-05:00,693.23,693.305,693.07,693.07,205471
2026-02-25 14:45:00-05:00,693.085,693.28,693.05,693.2,217580
2026-02-25 14:50:00-05:00,693.205,693.24,693.11,693.145,202166
2026-02-25 14:55:00-05:00,693.15,693.23,693.06,693.085,207185
2026-02-25 15:00:00-05:00,693.085,693.33,693.07,693.105,308040
2026-02-25 15:05:00-05:00,693.105,693.21,693.09,693.125,236044
2026-02-25 15:10:00-05:00,693.13,693.15,692.9701,693.075,217755
2026-02-25 15:15:00-05:00,693.08,693.19,693.02,693.11,375963
2026-02-25 15:20:00-05:00,693.11,693.12,692.82,692.95,320732
2026-02-25 15:25:00-05:00,692.96,693.0799,692.91,692.92,247442
2026-02-25 15:30:00-05:00,692.92,692.98,692.74,692.86,406309
2026-02-25 15:35:00-05:00,692.86,693.19,692.8,693.15,373412
2026-02-25 15:40:00-05:00,693.1486,693.27,693.04,693.09,422457
2026-02-25 15:45:00-05:00,693.08,693.39,693.055,693.24,579283
2026-02-25 15:50:00-05:00,693.23,693.68,693.05,693.44,1074894
2026-02-25 15:55:00-05:00,693.45,693.45,692.94,693.1,1059405
2026-02-26 09:30:00-05:00,693.28,693.29,692.02,692.27,616013
2026-02-26 09:35:00-05:00,692.27,692.57,691.68,692.1765,873164
2026-02-26 09:40:00-05:00,692.19,692.23,690.905,691.46,731690
2026-02-26 09:45:00-05:00,691.43,691.47,690.67,691.045,696145
2026-02-26 09:50:00-05:00,691.045,691.575,690.58,690.97,512465
2026-02-26 09:55:00-05:00,690.98,691.42,690.42,690.67,599560
2026-02-26 10:00:00-05:00,690.66,691.03,689.575,690.3302,906941
2026-02-26 10:05:00-05:00,690.34,690.639,689.8602,689.98,417155
2026-02-26 10:10:00-05:00,689.99,690.53,688.56,688.58,679600
2026-02-26 10:15:00-05:00,687.44,687.64,686.33,686.4281,809152
2026-02-26 10:20:00-05:00,686.5,686.98,684.931,685.32,1499131
2026-02-26 10:25:00-05:00,685.32,686.36,684.74,685.69,1354460
2026-02-26 10:30:00-05:00,685.69,685.78,684.36,684.58,924165
2026-02-26 10:35:00-05:00,684.62,686.63,684.59,686.58,829757
2026-02-26 10:40:00-05:00,686.58,687.09,686.29,686.93,590295
2026-02-26 10:45:00-05:00,686.94,687.5599,686.6674,687.165,340159
2026-02-26 10:50:00-05:00,687.58,687.9499,686.97,687.68,520996
2026-02-26 10:55:00-05:00,687.68,688.18,687.27,687.71,543175
2026-02-26 11:00:00-05:00,687.72,688.22,687.57,688.03,403162
2026-02-26 11:05:00-05:00,688.01,688.28,687.46,688.1,350540
2026-02-26 11:10:00-05:00,688.1008,688.57,687.82,688.555,296581
2026-02-26 11:15:00-05:00,688.585,688.98,688.23,688.29,397065
2026-02-26 11:20:00-05:00,688.27,688.74,688.136,688.45,281112
2026-02-26 11:25:00-05:00,688.49,689.1,688.44,688.74,268428
2026-02-26 11:30:00-05:00,688.74,688.92,688.4,688.52,270913
2026-02-26 11:35:00-05:00,688.53,688.59,687.375,687.505,377450
2026-02-26 11:40:00-05:00,687.49,687.68,686.84,686.84,313705
2026-02-26 11:45:00-05:00,686.84,687.38,686.3,687.3199,521772
2026-02-26 11:50:00-05:00,687.33,687.51,686.38,686.4098,270747
2026-02-26 11:55:00-05:00,686.425,686.57,686.035,686.245,337500
2026-02-26 12:00:00-05:00,686.23,686.6,686.07,686.54,344753
2026-02-26 12:05:00-05:00,686.51,686.885,686.46,686.57,277084
2026-02-26 12:10:00-05:00,686.7,686.74,686.63,686.71,11117
2026-02-26 12:15:00-05:00,686.26,686.52,686.03,686.31,237372
2026-02-26 12:20:00-05:00,686.3701,686.44,686.3665,686.385,4910
2026-02-26 12:25:00-05:00,686.36,686.54,686.16,686.285,142856
2026-02-26 12:30:00-05:00,686.25,687.0801,686.17,686.82,240064
2026-02-26 12:35:00-05:00,686.81,686.81,685.74,685.93,213320
2026-02-26 12:40:00-05:00,685.935,686.0974,685.6,685.65,189558
2026-02-26 12:45:00-05:00,685.635,685.82,685.16,685.2431,197773
2026-02-26 12:50:00-05:00,685.24,685.91,685.02,685.82,330211
2026-02-26 12:55:00-05:00,685.81,685.8159,685.28,685.46,129847
2026-02-26 13:00:00-05:00,685.47,685.56,684.95,685.12,145778
2026-02-26 13:05:00-05:00,685.12,685.4,684.74,685.08,327161
2026-02-26 13:10:00-05:00,685.05,685.54,685.04,685.35,284813
2026-02-26 13:15:00-05:00,685.29,685.8,684.93,685.73,197526
2026-02-26 13:20:00-05:00,685.74,685.855,685.2999,685.77,221176
2026-02-26 13:25:00-05:00,685.76,685.955,685.59,685.67,187814
2026-02-26 13:30:00-05:00,685.67,686.99,685.41,686.96,600965
2026-02-26 13:35:00-05:00,686.97,687.68,686.56,687.47,653786
2026-02-26 13:40:00-05:00,687.47,687.78,687.26,687.5201,293087
2026-02-26 13:45:00-05:00,687.53,688.19,687.142,687.495,405840
2026-02-26 13:50:00-05:00,687.4801,687.51,687.08,687.3,261949
2026-02-26 13:55:00-05:00,687.3,687.66,687.135,687.39,197804
2026-02-26 14:00:00-05:00,687.41,687.98,687.16,687.88,281353
2026-02-26 14:05:00-05:00,687.88,688.49,687.82,688.43,299929
2026-02-26 14:10:00-05:00,688.44,688.79,688.3,688.52,371011
2026-02-26 14:15:00-05:00,688.53,689.19,688.51,688.97,417027
2026-02-26 14:20:00-05:00,688.98,689.32,688.88,689.205,397954
2026-02-26 14:25:00-05:00,689.205,689.22,688.45,688.61,362567
2026-02-26 14:30:00-05:00,688.62,689.29,688.47,689.23,329250
2026-02-26 14:35:00-05:00,689.23,689.31,688.97,689.09,248885
2026-02-26 14:40:00-05:00,689.1,689.26,688.96,689.15,254314
2026-02-26 14:45:00-05:00,689.145,689.66,689.14,689.575,307426
2026-02-26 14:50:00-05:00,689.5753,689.59,689.28,689.495,289545
2026-02-26 14:55:00-05:00,689.47,689.658,689.005,689.02,258573
2026-02-26 15:00:00-05:00,689.01,689.605,688.84,689.57,311306
2026-02-26 15:05:00-05:00,689.57,689.81,689.1198,689.14,392727
2026-02-26 15:10:00-05:00,689.14,689.25,688.89,688.91,288667
2026-02-26 15:15:00-05:00,688.88,689.24,688.68,689.115,303430
2026-02-26 15:20:00-05:00,689.12,689.17,688.6872,688.84,267282
2026-02-26 15:25:00-05:00,688.845,689.04,688.615,688.665,267297
2026-02-26 15:30:00-05:00,688.665,689.42,688.62,689.41,382436
2026-02-26 15:35:00-05:00,689.41,689.5167,689.12,689.39,534007
2026-02-26 15:40:00-05:00,689.3802,689.43,689.01,689.32,408110
2026-02-26 15:45:00-05:00,689.32,689.36,688.905,689.12,572112
2026-02-26 15:50:00-05:00,689.12,689.32,688.65,688.99,756320
2026-02-26 15:55:00-05:00,688.99,689.37,688.84,689.32,770502
2026-02-27 09:30:00-05:00,683.06,684.16,682.8025,683.7942,1010816
2026-02-27 09:35:00-05:00,683.84,684.25,682.88,684.065,677923
2026-02-27 09:40:00-05:00,684.065,684.12,681.65,682.62,805109
2026-02-27 09:45:00-05:00,682.63,683.855,682.21,683.53,781675
2026-02-27 09:50:00-05:00,683.5375,683.69,682.71,683.08,550429
2026-02-27 09:55:00-05:00,683.06,683.38,682.6,682.8664,579314
2026-02-27 10:00:00-05:00,682.86,684.43,682.66,683.9194,882147
2026-02-27 10:05:00-05:00,683.92,685.42,683.82,684.71,827078
2026-02-27 10:10:00-05:00,684.71,685.49,684.51,684.58,625780
2026-02-27 10:15:00-05:00,684.585,684.85,684.3,684.32,99893
2026-02-27 10:20:00-05:00,684.12,684.99,684.02,684.7003,412002
2026-02-27 10:25:00-05:00,684.7,684.815,684.09,684.5294,344370
2026-02-27 10:30:00-05:00,683.93,684.26,683.9,684.23,24263
2026-02-27 10:35:00-05:00,684.45,685.47,684.43,685.07,314823
2026-02-27 10:40:00-05:00,684.97,685.11,684.82,685.085,17518
2026-02-27 10:45:00-05:00,685.68,686.05,685.0,685.1,347309
2026-02-27 10:50:00-05:00,685.11,685.15,684.2951,684.53,278522
2026-02-27 10:55:00-05:00,684.53,685.36,684.23,685.22,290667
2026-02-27 11:00:00-05:00,685.24,685.925,685.08,685.695,327827
2026-02-27 11:05:00-05:00,685.71,685.77,685.53,685.74,68057
2026-02-27 11:10:00-05:00,684.81,685.23,684.8,685.155,215938
2026-02-27 11:15:00-05:00,685.5,686.05,685.25,685.63,323270
2026-02-27 11:20:00-05:00,685.61,685.865,685.15,685.83,238028
2026-02-27 11:25:00-05:00,685.815,686.005,685.33,685.385,294623
2026-02-27 11:30:00-05:00,685.4,686.25,685.34,686.19,361573
2026-02-27 11:35:00-05:00,686.21,686.2899,685.44,685.51,324276
2026-02-27 11:40:00-05:00,685.52,685.52,684.67,684.73,327254
2026-02-27 11:45:00-05:00,684.74,685.07,684.565,684.615,261893
2026-02-27 11:50:00-05:00,685.095,685.62,685.09,685.43,67494
2026-02-27 11:55:00-05:00,685.58,685.92,684.7801,684.87,296045
2026-02-27 12:00:00-05:00,684.86,685.79,684.84,685.595,274511
2026-02-27 12:05:00-05:00,685.605,686.28,685.48,686.125,282709
2026-02-27 12:10:00-05:00,686.13,686.14,684.79,684.8647,335031
2026-02-27 12:15:00-05:00,684.88,684.905,684.16,684.24,356079
2026-02-27 12:20:00-05:00,684.25,684.31,683.29,684.05,532609
2026-02-27 12:25:00-05:00,684.04,684.505,683.91,684.14,409458
2026-02-27 12:30:00-05:00,684.1469,684.99,683.74,684.87,632830
2026-02-27 12:35:00-05:00,684.8775,685.12,684.26,684.27,329207
2026-02-27 12:40:00-05:00,684.29,684.4,683.65,683.935,291066
2026-02-27 12:45:00-05:00,683.74,683.75,683.4755,683.684,41556
2026-02-27 12:50:00-05:00,683.86,684.27,683.59,684.01,289088
2026-02-27 12:55:00-05:00,684.01,684.47,684.01,684.375,284728
2026-02-27 13:00:00-05:00,684.37,684.68,684.03,684.1615,206630
2026-02-27 13:05:00-05:00,684.16,684.465,683.96,683.99,228855
2026-02-27 13:10:00-05:00,683.98,684.28,683.82,683.865,227322
2026-02-27 13:15:00-05:00,683.875,684.0127,683.5,683.6,221193
2026-02-27 13:20:00-05:00,683.59,683.73,683.175,683.475,324739
2026-02-27 13:25:00-05:00,683.51,683.91,683.06,683.8,335875
2026-02-27 13:30:00-05:00,683.8,683.96,683.485,683.63,273810
2026-02-27 13:35:00-05:00,683.65,683.8198,683.3,683.7,215979
2026-02-27 13:40:00-05:00,683.695,684.24,683.6601,683.85,255289
2026-02-27 13:45:00-05:00,683.84,684.03,683.535,683.72,218836
2026-02-27 13:50:00-05:00,683.6829,684.05,683.47,683.845,210086
2026-02-27 13:55:00-05:00,683.86,684.07,683.54,683.95,218288
2026-02-27 14:00:00-05:00,683.95,684.725,683.89,684.665,325733
2026-02-27 14:05:00-05:00,684.67,684.98,683.715,683.9,527382
2026-02-27 14:10:00-05:00,683.89,684.22,683.59,683.89,291151
2026-02-27 14:15:00-05:00,683.8913,684.12,683.75,683.91,212841
2026-02-27 14:20:00-05:00,683.94,684.06,683.63,683.685,248852
2026-02-27 14:25:00-05:00,683.68,684.03,683.48,683.6,246565
2026-02-27 14:30:00-05:00,683.6,683.6075,683.1801,683.42,317884
2026-02-27 14:35:00-05:00,683.43,684.03,683.4294,683.83,205809
2026-02-27 14:40:00-05:00,683.84,683.92,682.99,683.38,405564
2026-02-27 14:45:00-05:00,683.38,683.65,683.17,683.25,387918
2026-02-27 14:50:00-05:00,683.23,683.28,683.215,683.215,9463
2026-02-27 14:55:00-05:00,683.33,683.43,683.24,683.36,44773
2026-02-27 15:00:00-05:00,683.32,683.948,683.32,683.65,315342
2026-02-27 15:05:00-05:00,683.6501,684.13,683.605,683.96,354153
2026-02-27 15:10:00-05:00,683.96,685.22,683.945,685.22,766184
2026-02-27 15:15:00-05:00,685.22,685.705,685.12,685.59,835701
2026-02-27 15:20:00-05:00,685.58,686.1,685.18,685.8499,658016
2026-02-27 15:25:00-05:00,685.825,685.97,685.54,685.5901,586799
